,Date,Close/Last,Volume,Open,High,Low
957,2016-08-03,105.79,30148360,104.81,105.84,104.77
958,2016-08-02,104.48,33770220,106.05,106.07,104.0
959,2016-08-01,106.05,38018910,104.41,106.15,104.41
960,2016-07-29,104.21,27697970,104.19,104.55,103.68
961,2016-07-28,104.34,38771840,102.83,104.45,102.82
962,2016-07-27,102.95,92143920,104.265,104.35,102.75
963,2016-07-26,96.67,53454620,96.82,97.97,96.42
964,2016-07-25,97.34,40290580,98.25,98.84,96.92
965,2016-07-22,98.66,28218240,99.26,99.3,98.31
966,2016-07-21,99.43,32690080,99.83,101.0,99.13
967,2016-07-20,99.96,26219110,100.0,100.46,99.735
968,2016-07-19,99.87,23766360,99.56,100.0,99.34
969,2016-07-18,99.83,36464530,98.7,100.13,98.6
970,2016-07-15,98.78,30031410,98.92,99.3,98.5
971,2016-07-14,98.79,38885980,97.39,98.99,97.32
972,2016-07-13,96.87,25879680,97.41,97.67,96.84
973,2016-07-12,97.42,24129530,97.17,97.7,97.12
974,2016-07-11,96.98,23317990,96.75,97.65,96.73
975,2016-07-08,96.68,28877500,96.49,96.89,96.05
976,2016-07-07,95.94,24460850,95.7,96.5,95.62
977,2016-07-06,95.53,30877540,94.6,95.66,94.37
978,2016-07-05,94.99,27553750,95.39,95.4,94.46
979,2016-07-01,95.89,25982080,95.49,96.465,95.33
980,2016-06-30,95.6,35783320,94.44,95.77,94.3
981,2016-06-29,94.4,36505420,93.97,94.55,93.63
982,2016-06-28,93.59,40387960,92.9,93.66,92.14
983,2016-06-27,92.04,45595680,93.0,93.05,91.5
984,2016-06-24,93.4,75219710,92.91,94.655,92.65
985,2016-06-23,96.1,32042290,95.94,96.29,95.25
986,2016-06-22,95.55,29124140,96.25,96.89,95.35
987,2016-06-21,95.91,35407050,94.94,96.35,94.676
988,2016-06-20,95.1,34355970,96.0,96.57,95.03
989,2016-06-17,95.33,60793260,96.62,96.65,95.3
990,2016-06-16,97.55,31251870,96.45,97.75,96.07
991,2016-06-15,97.14,29373050,97.82,98.41,97.03
992,2016-06-14,97.46,31890740,97.32,98.475,96.75
993,2016-06-13,97.34,37708360,98.69,99.12,97.1
994,2016-06-10,98.83,31672220,98.53,99.3457,98.48
995,2016-06-09,99.65,26575570,98.5,99.99,98.46
996,2016-06-08,98.94,20839950,99.02,99.56,98.68
997,2016-06-07,99.03,22378380,99.25,99.87,98.96
998,2016-06-06,98.63,23265200,97.99,101.89,97.55
999,2016-06-03,97.92,28487570,97.79,98.27,97.45
